,Unnamed: 0,Hanzi,Meaning,Reading,Color,Mean Word,Sound,Traditional,Silhouette,Traditional_Colored
1369,1369,蒸锅,steamer (for food),<span class = 'tone1'>zhēngguō</span>,<span class = 'tone1'>蒸锅</span>,,,蒸鍋,_ _,<span class = 'tone1'>蒸鍋</span>
1370,1370,印象深刻,memorable (impressive),<span class = 'tone4'>yìnxiàng </span><span class = 'tone1'>shēn</span><span class = 'tone4'>kè</span>,<span class = 'tone4'>印象</span><span class = 'tone5'>深</span><span class = 'tone1'>刻</span>,,,印象深刻,_ _ _ _,<span class = 'tone4'>印象</span><span class = 'tone5'>深</span><span class = 'tone1'>刻</span>
1371,1371,咸菜,pickled vegetables,<span class = 'tone2'>xián</span><span class = 'tone4'>cài</span>,<span class = 'tone2'>咸</span><span class = 'tone4'>菜</span>,,,鹹菜,_ _,<span class = 'tone2'>鹹</span><span class = 'tone4'>菜</span>
1372,1372,泡汤,to fizzle out (to soak in soup)<br>to fail,<span class = 'tone4'>pào</span><span class = 'tone1'>tāng</span>,<span class = 'tone4'>泡</span><span class = 'tone1'>汤</span>,,,泡湯,_ _,<span class = 'tone4'>泡</span><span class = 'tone1'>湯</span>
1373,1373,加密货币,cryptocurrency,<span class = 'tone1'>jiā</span><span class = 'tone4'>mì huòbì</span>,<span class = 'tone1'>加</span><span class = 'tone4'>密</span><span class = 'tone5'>货</span><span class = 'tone4'>币</span>,,,加密貨幣,_ _ _ _,<span class = 'tone1'>加</span><span class = 'tone4'>密</span><span class = 'tone5'>貨</span><span class = 'tone4'>幣</span>
1374,1374,加密,to encrypt<br>encryption,<span class = 'tone1'>jiā</span><span class = 'tone4'>mì</span>,<span class = 'tone1'>加</span><span class = 'tone4'>密</span>,,,加密,_ _,<span class = 'tone1'>加</span><span class = 'tone4'>密</span>
1375,1375,货币,currency,<span class = 'tone4'>huòbì</span>,<span class = 'tone4'>货币</span>,,,貨幣,_ _,<span class = 'tone4'>貨幣</span>
1376,1376,北极光,the Northern Lights,<span class = 'tone3'>běi</span><span class = 'tone2'>jí </span><span class = 'tone1'>guāng</span>,<span class = 'tone3'>北</span><span class = 'tone2'>极</span><span class = 'tone5'>光</span>,,,北極光,_ _ _,<span class = 'tone3'>北</span><span class = 'tone2'>極</span><span class = 'tone5'>光</span>
1377,1377,苏格兰,Scotland,<span class = 'tone1'>sū </span><span class = 'tone2'>gé lán</span>,<span class = 'tone1'>苏</span><span class = 'tone5'>格</span><span class = 'tone2'>兰</span>,,,蘇格蘭,_ _ _,<span class = 'tone1'>蘇</span><span class = 'tone5'>格</span><span class = 'tone2'>蘭</span>
1378,1378,现场,on-site<br>the site/scene,<span class = 'tone4'>xiàn</span><span class = 'tone3'>chǎng</span>,<span class = 'tone4'>现</span><span class = 'tone3'>场</span>,,,現場,_ _,<span class = 'tone4'>現</span><span class = 'tone3'>場</span>
1379,1379,浆糊,paste (n.),<span class = 'tone4'>jiànghù</span>,<span class = 'tone4'>浆糊</span>,,,漿糊,_ _,<span class = 'tone4'>漿糊</span>
1380,1380,有活力,energetic (of a person)<br>vital,<span class = 'tone3'>yǒu </span><span class = 'tone2'>huó</span><span class = 'tone4'>lì</span>,<span class = 'tone3'>有</span><span class = 'tone5'>活</span><span class = 'tone2'>力</span>,,,有活力,_ _ _,<span class = 'tone3'>有</span><span class = 'tone5'>活</span><span class = 'tone2'>力</span>
1381,1381,重新装满,"to refill (a bottle, etc...)",<span class = 'tone2'>chóng</span><span class = 'tone1'>xīn zhuāng </span><span class = 'tone3'>mǎn</span>,<span class = 'tone2'>重</span><span class = 'tone1'>新</span><span class = 'tone5'>装</span><span class = 'tone1'>满</span>,,,重新裝滿,_ _ _ _,<span class = 'tone2'>重</span><span class = 'tone1'>新</span><span class = 'tone5'>裝</span><span class = 'tone1'>滿</span>
1382,1382,色欲,Lust (w/ s),<span class = 'tone4'>sèyù</span>,<span class = 'tone4'>色欲</span>,,,色慾,_ _,<span class = 'tone4'>色慾</span>
1383,1383,暴食,Gluttony,<span class = 'tone4'>bào</span><span class = 'tone2'>shí</span>,<span class = 'tone4'>暴</span><span class = 'tone2'>食</span>,,,暴食,_ _,<span class = 'tone4'>暴</span><span class = 'tone2'>食</span>
1384,1384,贪婪,Greed<br>avarice,<span class = 'tone1'>tān</span><span class = 'tone2'>lán</span>,<span class = 'tone1'>贪</span><span class = 'tone2'>婪</span>,,,貪婪,_ _,<span class = 'tone1'>貪</span><span class = 'tone2'>婪</span>
1385,1385,怠惰,Sloth<br>idleness,<span class = 'tone4'>dàiduò</span>,<span class = 'tone4'>怠惰</span>,,,怠惰,_ _,<span class = 'tone4'>怠惰</span>
1386,1386,愤怒,Wrath,<span class = 'tone4'>fènnù</span>,<span class = 'tone4'>愤怒</span>,,,憤怒,_ _,<span class = 'tone4'>憤怒</span>
1387,1387,嫉妒,Envy,<span class = 'tone2'>jí</span><span class = 'tone4'>dù</span>,<span class = 'tone2'>嫉</span><span class = 'tone4'>妒</span>,,,嫉妒,_ _,<span class = 'tone2'>嫉</span><span class = 'tone4'>妒</span>
1388,1388,傲慢,Pride,<span class = 'tone4'>àomàn</span>,<span class = 'tone4'>傲慢</span>,,,傲慢,_ _,<span class = 'tone4'>傲慢</span>
1389,1389,原生,original<br>native<br>proto-,<span class = 'tone2'>yuán</span><span class = 'tone1'>shēng</span>,<span class = 'tone2'>原</span><span class = 'tone1'>生</span>,,,原生,_ _,<span class = 'tone2'>原</span><span class = 'tone1'>生</span>
1390,1390,欲望,Desire,<span class = 'tone4'>yùwàng</span>,<span class = 'tone4'>欲望</span>,,,慾望,_ _,<span class = 'tone4'>慾望</span>
1391,1391,纵欲,to indulge<br>indulgence,<span class = 'tone4'>zòngyù</span>,<span class = 'tone4'>纵欲</span>,,,縱慾,_ _,<span class = 'tone4'>縱慾</span>
1392,1392,野心,ambition (negative)<br>careerism,<span class = 'tone3'>yě</span><span class = 'tone1'>xīn</span>,<span class = 'tone3'>野</span><span class = 'tone1'>心</span>,,,野心,_ _,<span class = 'tone3'>野</span><span class = 'tone1'>心</span>
1393,1393,利益,"""to benefit (w/ l)<br>(one's) interest""",<span class = 'tone4'>lìyì</span>,<span class = 'tone4'>利益</span>,,,利益,_ _,<span class = 'tone4'>利益</span>
1394,1394,个人利益,self-interest,<span class = 'tone4'>gè</span><span class = 'tone2'>rén </span><span class = 'tone4'>lìyì</span>,<span class = 'tone4'>个</span><span class = 'tone2'>人</span><span class = 'tone5'>利</span><span class = 'tone4'>益</span>,,,個人利益,_ _ _ _,<span class = 'tone4'>個</span><span class = 'tone2'>人</span><span class = 'tone5'>利</span><span class = 'tone4'>益</span>
1395,1395,背信弃义,treachery<br>breaking faith and abandoning right (idiom),<span class = 'tone4'>bèixìn qì yì</span>,<span class = 'tone4'>背信</span><span class = 'tone5'>弃</span><span class = 'tone4'>义</span>,,,背信棄義,_ _ _ _,<span class = 'tone4'>背信</span><span class = 'tone5'>棄</span><span class = 'tone4'>義</span>
1396,1396,动机信,personal statement/motivation letter,<span class = 'tone4'>dòng</span><span class = 'tone1'>jī </span><span class = 'tone4'>xìn</span>,<span class = 'tone4'>动</span><span class = 'tone1'>机</span><span class = 'tone5'>信</span>,,,動機信,_ _ _,<span class = 'tone4'>動</span><span class = 'tone1'>機</span><span class = 'tone5'>信</span>
1397,1397,势利,snobbish,<span class = 'tone4'>shìlì</span>,<span class = 'tone4'>势利</span>,,,勢利,_ _,<span class = 'tone4'>勢利</span>
1398,1398,残忍,cruel<br>merciless<br>ruthless,<span class = 'tone2'>cán</span><span class = 'tone3'>rěn</span>,<span class = 'tone2'>残</span><span class = 'tone3'>忍</span>,,,殘忍,_ _,<span class = 'tone2'>殘</span><span class = 'tone3'>忍</span>
1399,1399,罪恶,sin,"<span class = 'tone5'>""</span><span class = 'tone4'>zuì</span><span class = 'tone5'>'</span><span class = 'tone4'>è</span><span class = 'tone5'>""</span>",<span class = 'tone5'>罪</span><span class = 'tone4'>恶</span>,,,罪惡,_ _,<span class = 'tone5'>罪</span><span class = 'tone4'>惡</span>
1400,1400,评判,to judge (a competition)<br>to appraise,<span class = 'tone2'>píng</span><span class = 'tone4'>pàn</span>,<span class = 'tone2'>评</span><span class = 'tone4'>判</span>,,,評判,_ _,<span class = 'tone2'>評</span><span class = 'tone4'>判</span>
1401,1401,虚荣,vanity,<span class = 'tone1'>xū</span><span class = 'tone2'>róng</span>,<span class = 'tone1'>虚</span><span class = 'tone2'>荣</span>,,,虛榮,_ _,<span class = 'tone1'>虛</span><span class = 'tone2'>榮</span>
1402,1402,傲慢,Pride,<span class = 'tone4'>àomàn</span>,<span class = 'tone4'>傲慢</span>,,,傲慢,_ _,<span class = 'tone4'>傲慢</span>
1403,1403,愤怒,Wrath,<span class = 'tone4'>fènnù</span>,<span class = 'tone4'>愤怒</span>,,,憤怒,_ _,<span class = 'tone4'>憤怒</span>
1404,1404,懒惰,Sloth (the sin - w/ l),<span class = 'tone3'>lǎn</span><span class = 'tone4'>duò</span>,<span class = 'tone3'>懒</span><span class = 'tone4'>惰</span>,,,懶惰,_ _,<span class = 'tone3'>懶</span><span class = 'tone4'>惰</span>
1405,1405,贪欲,Greed (not 贪婪),<span class = 'tone1'>tān </span><span class = 'tone4'>yù</span>,<span class = 'tone1'>贪</span><span class = 'tone5'>欲</span>,,,貪慾,_ _,<span class = 'tone1'>貪</span><span class = 'tone5'>慾</span>
1406,1406,淫欲,Lust (w/ y),<span class = 'tone2'>yín</span><span class = 'tone4'>yù</span>,<span class = 'tone2'>淫</span><span class = 'tone4'>欲</span>,,,淫慾,_ _,<span class = 'tone2'>淫</span><span class = 'tone4'>慾</span>
1407,1407,食欲,Gluttony (w/ sh),<span class = 'tone2'>shí</span><span class = 'tone4'>yù</span>,<span class = 'tone2'>食</span><span class = 'tone4'>欲</span>,,,食慾,_ _,<span class = 'tone2'>食</span><span class = 'tone4'>慾</span>
1408,1408,预感,premonition (feeling)<br>presentiment,<span class = 'tone4'>yù</span><span class = 'tone3'>gǎn</span>,<span class = 'tone4'>预</span><span class = 'tone3'>感</span>,,,預感,_ _,<span class = 'tone4'>預</span><span class = 'tone3'>感</span>
1409,1409,封建,feudal<br>feaudalism<br>feudalistic,<span class = 'tone1'>fēng</span><span class = 'tone4'>jiàn</span>,<span class = 'tone1'>封</span><span class = 'tone4'>建</span>,,,封建,_ _,<span class = 'tone1'>封</span><span class = 'tone4'>建</span>
1410,1410,悲伤,"sad, sorroful (w/ b)<br>grief, sorrow",<span class = 'tone1'>bēishāng</span>,<span class = 'tone1'>悲伤</span>,,,悲傷,_ _,<span class = 'tone1'>悲傷</span>
1411,1411,土生土长的中国人,born and raised chinese,<span class = 'tone3'>tǔ</span><span class = 'tone1'>shēng</span><span class = 'tone3'>tǔzhǎng </span><span class = 'tone5'>de </span><span class = 'tone1'>zhōng</span><span class = 'tone2'>guó rén</span>,<span class = 'tone3'>土</span><span class = 'tone1'>生</span><span class = 'tone3'>土长</span><span class = 'tone5'>的中国</span><span class = 'tone1'>人</span>,,,土生土長的中國人,_ _ _ _ _ _ _ _,<span class = 'tone3'>土</span><span class = 'tone1'>生</span><span class = 'tone3'>土長</span><span class = 'tone5'>的中國</span><span class = 'tone1'>人</span>
1412,1412,烦躁,irritable (of a person),<span class = 'tone2'>fán</span><span class = 'tone4'>zào</span>,<span class = 'tone2'>烦</span><span class = 'tone4'>躁</span>,,,煩躁,_ _,<span class = 'tone2'>煩</span><span class = 'tone4'>躁</span>
1413,1413,闷,stuffy<br>smothered<br>covered tightly,<span class = 'tone1'>mēn</span>,<span class = 'tone1'>闷</span>,,,悶,_,<span class = 'tone1'>悶</span>
1414,1414,控制不住自己,"""can't control myself""",<span class = 'tone4'>kòngzhì bù zhù zì</span><span class = 'tone3'>jǐ</span>,<span class = 'tone4'>控制</span><span class = 'tone5'>不</span><span class = 'tone4'>住</span><span class = 'tone5'>自</span><span class = 'tone4'>己</span>,,,控制不住自己,_ _ _ _ _ _,<span class = 'tone4'>控制</span><span class = 'tone5'>不</span><span class = 'tone4'>住</span><span class = 'tone5'>自</span><span class = 'tone4'>己</span>
1415,1415,梳理,to comb (fig. to sort out),<span class = 'tone1'>shū</span><span class = 'tone3'>lǐ</span>,<span class = 'tone1'>梳</span><span class = 'tone3'>理</span>,,,梳理,_ _,<span class = 'tone1'>梳</span><span class = 'tone3'>理</span>
1416,1416,期望,to expect<br>to have expectations<br>to hope<br>to earnestly hope,<span class = 'tone1'>qī</span><span class = 'tone4'>wàng</span>,<span class = 'tone1'>期</span><span class = 'tone4'>望</span>,,,期望,_ _,<span class = 'tone1'>期</span><span class = 'tone4'>望</span>
1417,1417,呼噜,to snore,<span class = 'tone1'>hūlū</span>,<span class = 'tone1'>呼噜</span>,,,呼嚕,_ _,<span class = 'tone1'>呼嚕</span>
1418,1418,和好,to make up<br>to reconcile,<span class = 'tone2'>hé </span><span class = 'tone3'>hǎo</span>,<span class = 'tone2'>和</span><span class = 'tone5'>好</span>,,,和好,_ _,<span class = 'tone2'>和</span><span class = 'tone5'>好</span>
1419,1419,犯困,to get sleepy (coll.),<span class = 'tone4'>fànkùn</span>,<span class = 'tone4'>犯困</span>,,,犯困,_ _,<span class = 'tone4'>犯困</span>
1420,1420,人格,personality<br>integrity<br>dignity,<span class = 'tone2'>réngé</span>,<span class = 'tone2'>人格</span>,,,人格,_ _,<span class = 'tone2'>人格</span>
1421,1421,反思,to reflect (thoughfully),<span class = 'tone3'>fǎn</span><span class = 'tone1'>sī</span>,<span class = 'tone3'>反</span><span class = 'tone1'>思</span>,,,反思,_ _,<span class = 'tone3'>反</span><span class = 'tone1'>思</span>
1422,1422,回顾,to look back<br>to review,<span class = 'tone2'>huí</span><span class = 'tone4'>gù</span>,<span class = 'tone2'>回</span><span class = 'tone4'>顾</span>,,,回顧,_ _,<span class = 'tone2'>回</span><span class = 'tone4'>顧</span>
1423,1423,模糊,vauge<br>indistinct<br>fuzzy<br>blurry,<span class = 'tone2'>mó</span><span class = 'tone5'>hu</span>,<span class = 'tone2'>模</span><span class = 'tone5'>糊</span>,,,模糊,_ _,<span class = 'tone2'>模</span><span class = 'tone5'>糊</span>
1424,1424,逃避,to escape/avoid (not 逃跑)<br>to shirk<br>to evade,<span class = 'tone2'>táo</span><span class = 'tone4'>bì</span>,<span class = 'tone2'>逃</span><span class = 'tone4'>避</span>,,,逃避,_ _,<span class = 'tone2'>逃</span><span class = 'tone4'>避</span>
1425,1425,具象,representational<br>figurative,<span class = 'tone4'>jùxiàng</span>,<span class = 'tone4'>具象</span>,,,具象,_ _,<span class = 'tone4'>具象</span>
1426,1426,潜意识,subconcious (not 下意识)<br>unconcious mind,<span class = 'tone2'>qián </span><span class = 'tone4'>yì</span><span class = 'tone2'>shí</span>,<span class = 'tone2'>潜</span><span class = 'tone5'>意</span><span class = 'tone4'>识</span>,,,潛意識,_ _ _,<span class = 'tone2'>潛</span><span class = 'tone5'>意</span><span class = 'tone4'>識</span>
1427,1427,广阔,broad<br>wide<br>vast,<span class = 'tone3'>guǎng</span><span class = 'tone4'>kuò</span>,<span class = 'tone3'>广</span><span class = 'tone4'>阔</span>,,,廣闊,_ _,<span class = 'tone3'>廣</span><span class = 'tone4'>闊</span>
1428,1428,分裂,to split (something)<br>to divide<br>fission,<span class = 'tone1'>fēn</span><span class = 'tone4'>liè</span>,<span class = 'tone1'>分</span><span class = 'tone4'>裂</span>,,,分裂,_ _,<span class = 'tone1'>分</span><span class = 'tone4'>裂</span>
1429,1429,局外人,an outsider (person),<span class = 'tone2'>jú</span><span class = 'tone4'>wài </span><span class = 'tone2'>rén</span>,<span class = 'tone2'>局</span><span class = 'tone4'>外</span><span class = 'tone5'>人</span>,,,局外人,_ _ _,<span class = 'tone2'>局</span><span class = 'tone4'>外</span><span class = 'tone5'>人</span>
1430,1430,微不足道,negligible<br>insignificant,<span class = 'tone1'>wēi </span><span class = 'tone4'>bù</span><span class = 'tone2'>zú</span><span class = 'tone4'>dào</span>,<span class = 'tone1'>微</span><span class = 'tone5'>不</span><span class = 'tone4'>足</span><span class = 'tone2'>道</span>,,,微不足道,_ _ _ _,<span class = 'tone1'>微</span><span class = 'tone5'>不</span><span class = 'tone4'>足</span><span class = 'tone2'>道</span>
1431,1431,场景,scene<br>scenario,<span class = 'tone3'>chǎngjǐng</span>,<span class = 'tone3'>场景</span>,,,場景,_ _,<span class = 'tone3'>場景</span>
1432,1432,舒适,cozy<br>snug,<span class = 'tone1'>shū</span><span class = 'tone4'>shì</span>,<span class = 'tone1'>舒</span><span class = 'tone4'>适</span>,,,舒適,_ _,<span class = 'tone1'>舒</span><span class = 'tone4'>適</span>
1433,1433,所谓,so-called...,<span class = 'tone3'>suǒ</span><span class = 'tone4'>wèi</span>,<span class = 'tone3'>所</span><span class = 'tone4'>谓</span>,,,所謂,_ _,<span class = 'tone3'>所</span><span class = 'tone4'>謂</span>
1434,1434,容纳,to accomade (tolerate)<br>to contain<br>to hold,<span class = 'tone2'>róng</span><span class = 'tone4'>nà</span>,<span class = 'tone2'>容</span><span class = 'tone4'>纳</span>,,,容納,_ _,<span class = 'tone2'>容</span><span class = 'tone4'>納</span>
1435,1435,消化,to digest<br>digestion,<span class = 'tone1'>xiāo</span><span class = 'tone4'>huà</span>,<span class = 'tone1'>消</span><span class = 'tone4'>化</span>,,,消化,_ _,<span class = 'tone1'>消</span><span class = 'tone4'>化</span>
1436,1436,情绪,mood (w/ q),<span class = 'tone2'>qíng</span><span class = 'tone4'>xù</span>,<span class = 'tone2'>情</span><span class = 'tone4'>绪</span>,,,情緒,_ _,<span class = 'tone2'>情</span><span class = 'tone4'>緒</span>
1437,1437,或许,perhaps (more formal than 也许),<span class = 'tone4'>huò</span><span class = 'tone3'>xǔ</span>,<span class = 'tone4'>或</span><span class = 'tone3'>许</span>,,,或許,_ _,<span class = 'tone4'>或</span><span class = 'tone3'>許</span>
1438,1438,智者,sage<br>wise man<br>the Wise,<span class = 'tone4'>zhì</span><span class = 'tone3'>zhě</span>,<span class = 'tone4'>智</span><span class = 'tone3'>者</span>,,,智者,_ _,<span class = 'tone4'>智</span><span class = 'tone3'>者</span>
1439,1439,哈哈大笑,to burst out into laughter<br>to laugh heartily,<span class = 'tone1'>hāhā </span><span class = 'tone4'>dà xiào</span>,<span class = 'tone1'>哈哈</span><span class = 'tone5'>大</span><span class = 'tone4'>笑</span>,,,哈哈大笑,_ _ _ _,<span class = 'tone1'>哈哈</span><span class = 'tone5'>大</span><span class = 'tone4'>笑</span>
1440,1440,眼神,"""the expression or emotion showing in one's eyes""",<span class = 'tone3'>yǎn</span><span class = 'tone2'>shén</span>,<span class = 'tone3'>眼</span><span class = 'tone2'>神</span>,,,眼神,_ _,<span class = 'tone3'>眼</span><span class = 'tone2'>神</span>
1441,1441,行军,to march (an army)<br>a march,<span class = 'tone2'>xíng</span><span class = 'tone1'>jūn</span>,<span class = 'tone2'>行</span><span class = 'tone1'>军</span>,,,行軍,_ _,<span class = 'tone2'>行</span><span class = 'tone1'>軍</span>
1442,1442,善用,to put (smth) to good use,<span class = 'tone4'>shàn yòng</span>,<span class = 'tone4'>善</span><span class = 'tone5'>用</span>,,,善用,_ _,<span class = 'tone4'>善</span><span class = 'tone5'>用</span>
1443,1443,绷带,bandage,<span class = 'tone1'>bēng</span><span class = 'tone4'>dài</span>,<span class = 'tone1'>绷</span><span class = 'tone4'>带</span>,,,繃帶,_ _,<span class = 'tone1'>繃</span><span class = 'tone4'>帶</span>
1444,1444,有力,powerful,<span class = 'tone3'>yǒu</span><span class = 'tone4'>lì</span>,<span class = 'tone3'>有</span><span class = 'tone4'>力</span>,,,有力,_ _,<span class = 'tone3'>有</span><span class = 'tone4'>力</span>
1445,1445,斧头,axe,<span class = 'tone3'>fǔ</span><span class = 'tone2'>tóu</span>,<span class = 'tone3'>斧</span><span class = 'tone2'>头</span>,,,斧頭,_ _,<span class = 'tone3'>斧</span><span class = 'tone2'>頭</span>
1446,1446,援手,aid (w/ y)<br>assistance,<span class = 'tone2'>yuán</span><span class = 'tone3'>shǒu</span>,<span class = 'tone2'>援</span><span class = 'tone3'>手</span>,,,援手,_ _,<span class = 'tone2'>援</span><span class = 'tone3'>手</span>
1447,1447,甘道夫,Gandalf,<span class = 'tone5'>G</span><span class = 'tone1'>ān</span><span class = 'tone4'>dào</span><span class = 'tone1'>fū</span>,<span class = 'tone5'>甘</span><span class = 'tone1'>道</span><span class = 'tone4'>夫</span>,,,甘道夫,_ _ _,<span class = 'tone5'>甘</span><span class = 'tone1'>道</span><span class = 'tone4'>夫</span>
1448,1448,定睛,"""to fix one's eyes on""",<span class = 'tone4'>dìng</span><span class = 'tone1'>jīng</span>,<span class = 'tone4'>定</span><span class = 'tone1'>睛</span>,,,定睛,_ _,<span class = 'tone4'>定</span><span class = 'tone1'>睛</span>
1449,1449,意料,to expect (w/ yi)<br>to anticipate,<span class = 'tone4'>yìliào</span>,<span class = 'tone4'>意料</span>,,,意料,_ _,<span class = 'tone4'>意料</span>
1450,1450,出人意料,"""out of man's expectation<br>unexpected (idiom)""",<span class = 'tone1'>chū </span><span class = 'tone2'>rén </span><span class = 'tone4'>yìliào</span>,<span class = 'tone1'>出</span><span class = 'tone5'>人</span><span class = 'tone2'>意</span><span class = 'tone5'>料</span>,,,出人意料,_ _ _ _,<span class = 'tone1'>出</span><span class = 'tone5'>人</span><span class = 'tone2'>意</span><span class = 'tone5'>料</span>
1451,1451,紧急关头,critical juncture<br>crucial moment,<span class = 'tone3'>jǐn</span><span class = 'tone2'>jí </span><span class = 'tone1'>guān</span><span class = 'tone2'>tóu</span>,<span class = 'tone3'>紧</span><span class = 'tone2'>急</span><span class = 'tone5'>关</span><span class = 'tone1'>头</span>,,,緊急關頭,_ _ _ _,<span class = 'tone3'>緊</span><span class = 'tone2'>急</span><span class = 'tone5'>關</span><span class = 'tone1'>頭</span>
1452,1452,关头,juncture<br>moment,<span class = 'tone1'>guān</span><span class = 'tone2'>tóu</span>,<span class = 'tone1'>关</span><span class = 'tone2'>头</span>,,,關頭,_ _,<span class = 'tone1'>關</span><span class = 'tone2'>頭</span>
1453,1453,致敬,"""to salute<br>to pay one's respects to""",<span class = 'tone4'>zhìjìng</span>,<span class = 'tone4'>致敬</span>,,,致敬,_ _,<span class = 'tone4'>致敬</span>
1454,1454,你赢我一个！,You beat me by one!,<span class = 'tone5'>Nǐ </span><span class = 'tone2'>yíng </span><span class = 'tone3'>wǒ </span><span class = 'tone1'>yī</span><span class = 'tone4'>gè</span><span class = 'tone5'>!</span>,<span class = 'tone5'>你赢</span><span class = 'tone2'>我</span><span class = 'tone5'>一</span><span class = 'tone3'>个</span><span class = 'tone5'>！</span>,,,你贏我一個！,_ _ _ _ _ ！,<span class = 'tone5'>你贏</span><span class = 'tone2'>我</span><span class = 'tone5'>一</span><span class = 'tone3'>個</span><span class = 'tone5'>！</span>
1455,1455,嗓音,voice (not 声音),<span class = 'tone3'>sǎng</span><span class = 'tone1'>yīn</span>,<span class = 'tone3'>嗓</span><span class = 'tone1'>音</span>,,,嗓音,_ _,<span class = 'tone3'>嗓</span><span class = 'tone1'>音</span>
1456,1456,洪亮,loud and clear<br>resonant<br>sonorous,<span class = 'tone2'>hóng</span><span class = 'tone4'>liàng</span>,<span class = 'tone2'>洪</span><span class = 'tone4'>亮</span>,,,洪亮,_ _,<span class = 'tone2'>洪</span><span class = 'tone4'>亮</span>
1457,1457,喊道,to yell (h_ d_),<span class = 'tone3'>hǎn</span><span class = 'tone4'>dào</span>,<span class = 'tone3'>喊</span><span class = 'tone4'>道</span>,,,喊道,_ _,<span class = 'tone3'>喊</span><span class = 'tone4'>道</span>
1458,1458,矮人,Dwarf,<span class = 'tone3'>ǎi</span><span class = 'tone2'>rén</span>,<span class = 'tone3'>矮</span><span class = 'tone2'>人</span>,,,矮人,_ _,<span class = 'tone3'>矮</span><span class = 'tone2'>人</span>
1459,1459,四周,all around<br>all about,<span class = 'tone4'>sì</span><span class = 'tone1'>zhōu</span>,<span class = 'tone4'>四</span><span class = 'tone1'>周</span>,,,四周,_ _,<span class = 'tone4'>四</span><span class = 'tone1'>周</span>
1460,1460,精灵,"elves, fairies, etc.",<span class = 'tone1'>jīng</span><span class = 'tone2'>líng</span>,<span class = 'tone1'>精</span><span class = 'tone2'>灵</span>,,,精靈,_ _,<span class = 'tone1'>精</span><span class = 'tone2'>靈</span>
1461,1461,骑士,knight<br>rider,<span class = 'tone2'>qí</span><span class = 'tone4'>shì</span>,<span class = 'tone2'>骑</span><span class = 'tone4'>士</span>,,,騎士,_ _,<span class = 'tone2'>騎</span><span class = 'tone4'>士</span>
1462,1462,沐浴,to bathe<br>to immerse,<span class = 'tone4'>mùyù</span>,<span class = 'tone4'>沐浴</span>,,,沐浴,_ _,<span class = 'tone4'>沐浴</span>
1463,1463,沐浴在阳光中,bathed in sunlight,<span class = 'tone4'>mùyù zài </span><span class = 'tone2'>yáng</span><span class = 'tone1'>guāng zhōng</span>,<span class = 'tone4'>沐浴</span><span class = 'tone5'>在</span><span class = 'tone4'>阳</span><span class = 'tone5'>光</span><span class = 'tone2'>中</span>,,,沐浴在陽光中,_ _ _ _ _ _,<span class = 'tone4'>沐浴</span><span class = 'tone5'>在</span><span class = 'tone4'>陽</span><span class = 'tone5'>光</span><span class = 'tone2'>中</span>
1464,1464,重逢,reunion<br>to meet again,<span class = 'tone2'>chóngféng</span>,<span class = 'tone2'>重逢</span>,,,重逢,_ _,<span class = 'tone2'>重逢</span>
1465,1465,吉,lucky<br>giga-,<span class = 'tone2'>jí</span>,<span class = 'tone2'>吉</span>,,,吉,_,<span class = 'tone2'>吉</span>
1466,1466,姆,woman who looks after small children,<span class = 'tone3'>mǔ</span>,<span class = 'tone3'>姆</span>,,,姆,_,<span class = 'tone3'>姆</span>
1467,1467,四,four,<span class = 'tone4'>sì</span>,<span class = 'tone4'>四</span>,,,四,_,<span class = 'tone4'>四</span>
1468,1468,周,to make a circuit<br>cycle<br>complete,<span class = 'tone1'>zhōu</span>,<span class = 'tone1'>周</span>,,,周,_,<span class = 'tone1'>周</span>
1469,1469,重,to repeat<br>repetition<br>re-,<span class = 'tone2'>chóng</span>,<span class = 'tone2'>重</span>,,,重,_,<span class = 'tone2'>重</span>
1470,1470,士,scholar<br>member of senior misterial class,<span class = 'tone4'>shì</span>,<span class = 'tone4'>士</span>,,,士,_,<span class = 'tone4'>士</span>
1471,1471,骑,to sit astride<br>to ride,<span class = 'tone2'>qí</span>,<span class = 'tone2'>骑</span>,,,騎,_,<span class = 'tone2'>騎</span>
1472,1472,道,way<br>path<br>truth<br>principle,<span class = 'tone4'>dào</span>,<span class = 'tone4'>道</span>,,,道,_,<span class = 'tone4'>道</span>
1473,1473,夫,"husband, man",<span class = 'tone1'>fū</span>,<span class = 'tone1'>夫</span>,,,夫,_,<span class = 'tone1'>夫</span>
1474,1474,甘,sweet,<span class = 'tone1'>gān</span>,<span class = 'tone1'>甘</span>,,,甘,_,<span class = 'tone1'>甘</span>
1475,1475,睛,eye<br>eyeball,<span class = 'tone1'>jīng</span>,<span class = 'tone1'>睛</span>,,,睛,_,<span class = 'tone1'>睛</span>
1476,1476,定,to set<br>to fix,<span class = 'tone4'>dìng</span>,<span class = 'tone4'>定</span>,,,定,_,<span class = 'tone4'>定</span>
1477,1477,带,band<br>belt<br>to carry<br>to bear,<span class = 'tone4'>dài</span>,<span class = 'tone4'>带</span>,,,帶,_,<span class = 'tone4'>帶</span>
1478,1478,蛮,quite,<span class = 'tone2'>mán</span>,<span class = 'tone2'>蛮</span>,,,蠻,_,<span class = 'tone2'>蠻</span>
